image,timestamp,top_tokens,top_probs
car9-truck3,2024-02-08 11:10:06,"['G', 'C', 'A', 'B', 'D', 'F', 'H', 'L', 'E', 'K', 'M', 'N', 'J', 'P', 'W', 'O']","[0.9906313419342041, 0.0027824798598885536, 0.0021003258880227804, 0.0015608295798301697, 0.0011599099962040782, 0.000498871086165309, 0.00027984133339487016, 0.00017512022168375552, 0.00014978826220612973, 0.00012812070781365037, 0.00010621579713188112, 9.978049638448283e-05, 6.64681356283836e-05, 6.64681356283836e-05, 2.903778113250155e-05, 2.3699945813859813e-05]"
bicycle9-cat3,2024-02-08 11:10:07,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'H', 'J', 'M', 'K', 'L', 'I', 'N', 'R']","[0.9965697526931763, 0.001984901260584593, 0.0007188835879787803, 0.0006053606630302966, 1.717276063573081e-05, 1.6132315067807212e-05, 1.0415805263619404e-05, 9.784744179341942e-06, 7.385912340396317e-06, 7.047686722216895e-06, 6.93842230248265e-06, 6.219561782927485e-06, 5.403648628998781e-06, 4.997558335162466e-06, 4.920078481518431e-06, 3.2266661946778186e-06]"
airplane2-bicycle1,2024-02-08 11:10:07,"['C', 'A', 'B', 'D', 'G', 'M', 'F', 'E', 'J', 'K', 'P', 'H', 'N', 'I', 'L', 'R']","[0.9508466720581055, 0.02380398102104664, 0.015130731277167797, 0.007973335683345795, 0.0005511368508450687, 0.00036144437035545707, 0.00027283249073661864, 0.00021922707674093544, 0.00013506188406609, 0.00012887695629615337, 0.00011919169628527015, 0.00010518630733713508, 7.939878560137004e-05, 5.630217128782533e-05, 5.126370888319798e-05, 2.1706420739064924e-05]"
clock10-cat1,2024-02-08 11:10:07,"['J', 'D', 'A', 'B', 'C', 'H', 'G', 'I', 'K', 'M', 'L', 'E', 'F', 'N', 'Q', 'P']","[0.938475489616394, 0.022070828825235367, 0.01692228950560093, 0.01640164665877819, 0.0029406531248241663, 0.0007319864816963673, 0.0005355327157303691, 0.0005272300913929939, 0.0003351277846377343, 0.0002651079266797751, 0.00014871206076350063, 0.00013123794633429497, 0.00011764092778321356, 9.452713857172057e-05, 5.7333607401233166e-05, 4.5354619942372665e-05]"
knife3-keyboard3,2024-02-08 11:10:07,"['M', 'A', 'D', 'B', 'P', 'C', 'N', 'G', 'F', 'K', 'J', 'E', 'L', 'H', 'O', 'I']","[0.9073505997657776, 0.02614489570260048, 0.013353506103157997, 0.012742004357278347, 0.012742004357278347, 0.011244779452681541, 0.00682030338793993, 0.0019540495704859495, 0.001835659728385508, 0.0010459274053573608, 0.001013747532851994, 0.0007416735752485693, 0.0005959514528512955, 0.0005259253666736186, 0.0004225928569212556, 0.00030438220710493624]"
dog8-chair3,2024-02-08 11:10:08,"['L', 'I', 'A', 'D', 'C', 'B', 'E', 'H', 'G', 'M', 'J', 'N', 'K', 'F', 'O', 'P']","[0.5567631125450134, 0.407336562871933, 0.015308218076825142, 0.006792980246245861, 0.004525100812315941, 0.002039622748270631, 0.00197687023319304, 0.0010255866218358278, 0.000963449536357075, 0.0009193299920298159, 0.0009193299920298159, 0.00036001476109959185, 0.0002435981878079474, 0.00018387754971627146, 0.00015243985399138182, 0.00014545911108143628]"
bear7-bicycle2,2024-02-08 11:10:08,"['B', 'C', 'A', 'D', 'K', 'F', 'G', 'M', 'P', 'H', 'E', 'J', 'L', 'N', 'R', 'I']","[0.7958234548568726, 0.16168135404586792, 0.02598455548286438, 0.012274235486984253, 0.001713867299258709, 0.000506618176586926, 0.0004910311545245349, 0.000382415484637022, 0.00034279501414857805, 0.00017236814892385155, 0.0001696958497632295, 0.00011846678535221145, 5.773610610049218e-05, 4.1911916923709214e-05, 3.3941301808226854e-05, 2.7702084480552003e-05]"
airplane2-cat1,2024-02-08 11:10:08,"['H', 'B', 'A', 'D', 'C', 'G', 'F', 'K', 'J', 'L', 'E', 'M', 'N', 'I', 'P', 'R']","[0.8440269231796265, 0.1008046418428421, 0.014297137968242168, 0.012815871275961399, 0.011309967376291752, 0.009523947723209858, 0.002092133741825819, 0.002092133741825819, 0.0009283786057494581, 0.00045245562796480954, 0.0004250427009537816, 0.00032083908445201814, 0.00016386856441386044, 0.00015394025831483305, 0.00012177677126601338, 6.938631122466177e-05]"
bird7-bird2,2024-02-08 11:10:09,"['D', 'A', 'B', 'C', 'E', 'F', 'G', 'H', 'M', 'I', 'P', 'L', 'J', 'K', 'N', 'R']","[0.9949146509170532, 0.0027945106849074364, 0.0015193489380180836, 0.0006637544138357043, 2.2360305592883378e-05, 1.254299331776565e-05, 7.72751445765607e-06, 7.035981980152428e-06, 6.713780294376193e-06, 5.742600478697568e-06, 5.479627816384891e-06, 5.394674190029036e-06, 5.394674190029036e-06, 4.835754680243554e-06, 3.3759010875655804e-06, 2.979222017529537e-06]"
clock10-bird3,2024-02-08 11:10:09,"['J', 'B', 'D', 'A', 'C', 'H', 'K', 'G', 'M', 'L', 'F', 'I', 'N', 'E', 'Q', 'P']","[0.9446716904640198, 0.019914785400032997, 0.01757473684847355, 0.011525793001055717, 0.0028689969331026077, 0.0006708816508762538, 0.000630234950222075, 0.000630234950222075, 0.0003373404615558684, 0.00023921020328998566, 0.0002111022622557357, 0.00017500993271823972, 0.0001129949014284648, 9.222375229001045e-05, 6.747234147042036e-05, 5.2547511586453766e-05]"
knife8-boat1,2024-02-08 11:10:09,"['G', 'C', 'A', 'B', 'D', 'E', 'M', 'F', 'H', 'K', 'N', 'J', 'L', 'P', 'O', 'I']","[0.5673021078109741, 0.16253477334976196, 0.11891297996044159, 0.059793196618556976, 0.03626640886068344, 0.016346551477909088, 0.008092129603028297, 0.0076018525287508965, 0.007367968093603849, 0.004610756877809763, 0.0037048468366265297, 0.0020142903085798025, 0.001892250613309443, 0.0013005236396566033, 0.0008396811317652464, 0.0007070824503898621]"
oven4-chair1,2024-02-08 11:10:09,"['I', 'A', 'G', 'C', 'E', 'D', 'B', 'H', 'J', 'F', 'L', 'K', 'N', 'M', 'O', 'P']","[0.6038614511489868, 0.19001343846321106, 0.06168833374977112, 0.04443243891000748, 0.03301938623189926, 0.020663002505898476, 0.017674002796411514, 0.012147151865065098, 0.006708295550197363, 0.002144099911674857, 0.0018921615555882454, 0.001618451438844204, 0.001078121131286025, 0.0010614063357934356, 0.0008011915488168597, 0.0003668122226372361]"
knife9-bear3,2024-02-08 11:10:10,"['B', 'C', 'A', 'D', 'H', 'G', 'F', 'K', 'M', 'E', 'J', 'L', 'P', 'N', 'I', 'R']","[0.8821524381637573, 0.036984167993068695, 0.03163423389196396, 0.026225700974464417, 0.012982663698494434, 0.002988778753206134, 0.0026375881861895323, 0.0016765529289841652, 0.000791947531979531, 0.0004879047046415508, 0.0003625800018198788, 0.00029134118813090026, 0.0002571077202446759, 8.347065886482596e-05, 8.027294825296849e-05, 6.551686965394765e-05]"
bicycle1-bird1,2024-02-08 11:10:10,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'M', 'H', 'J', 'K', 'I', 'L', 'N', 'R']","[0.9963753819465637, 0.002179562347009778, 0.0007415587897412479, 0.0005775265162810683, 1.8564560377853923e-05, 1.2366662303975318e-05, 1.0744342944235541e-05, 1.0413773452455644e-05, 8.110255294013768e-06, 7.984517651493661e-06, 7.618879863002803e-06, 6.516773282783106e-06, 6.218348971742671e-06, 6.12194207860739e-06, 5.075268290966051e-06, 3.515535354381427e-06]"
truck2-clock1,2024-02-08 11:10:10,"['P', 'J', 'G', 'B', 'A', 'D', 'C', 'M', 'F', 'K', 'N', 'H', 'E', 'Q', 'L', 'I']","[0.44983044266700745, 0.31403225660324097, 0.0711735188961029, 0.04968711733818054, 0.03869636356830597, 0.029669534415006638, 0.017441818490624428, 0.014014896005392075, 0.008770298212766647, 0.003078663954511285, 0.0008549140766263008, 0.0005025780410505831, 0.0004505080869421363, 0.0004505080869421363, 0.0002863603294827044, 0.0002648400259204209]"
bottle4-airplane1,2024-02-08 11:10:10,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'H', 'P', 'M', 'J', 'K', 'N', 'L', 'I', 'O']","[0.9371218681335449, 0.027002740651369095, 0.0144535256549716, 0.013367325067520142, 0.005931714549660683, 0.0006155053270049393, 0.0004945724504068494, 0.00021606269001495093, 0.0001484975655330345, 0.00010864315117942169, 7.825272041372955e-05, 6.190299609443173e-05, 6.0943282733205706e-05, 5.378225978347473e-05, 4.528920544544235e-05, 2.9013350285822526e-05]"
bicycle10-dog3,2024-02-08 11:10:11,"['C', 'B', 'A', 'D', 'F', 'E', 'G', 'K', 'P', 'J', 'H', 'M', 'L', 'N', 'I', 'R']","[0.99172443151474, 0.003360014408826828, 0.003360014408826828, 0.0013158004730939865, 3.0464911105809733e-05, 2.7308569769957103e-05, 2.5654027922428213e-05, 2.1943053070572205e-05, 2.061359009530861e-05, 1.5804987924639136e-05, 1.508122295490466e-05, 1.4167499102768488e-05, 9.586209671397228e-06, 8.199519470508676e-06, 7.702735274506267e-06, 6.189321993588237e-06]"
elephant5-car1,2024-02-08 11:10:11,"['G', 'A', 'C', 'B', 'D', 'F', 'H', 'L', 'K', 'M', 'E', 'N', 'J', 'P', 'W', 'O']","[0.9851937890052795, 0.0035531637258827686, 0.0032861391082406044, 0.0031850351952016354, 0.0017866428242996335, 0.0006888122297823429, 0.0006078745936974883, 0.0003803982399404049, 0.00026144360890612006, 0.00020361249335110188, 0.00018831076158676296, 0.00016360724112018943, 0.00014214441762305796, 9.177534229820594e-05, 4.0725059079704806e-05, 3.376226231921464e-05]"
cat4-oven1,2024-02-08 11:10:11,"['H', 'B', 'A', 'D', 'G', 'C', 'F', 'J', 'K', 'E', 'L', 'M', 'N', 'I', 'P', 'T']","[0.8954828977584839, 0.05131525918841362, 0.014702066779136658, 0.01317884773015976, 0.010263698175549507, 0.008247111923992634, 0.00383526342920959, 0.0006260895752348006, 0.0004952775780111551, 0.0004952775780111551, 0.00027351826429367065, 0.000260992965195328, 0.00015584602078888565, 0.0001271977962460369, 8.742168574826792e-05, 6.915624544490129e-05]"
chair1-airplane2,2024-02-08 11:10:11,"['I', 'A', 'C', 'D', 'E', 'B', 'J', 'H', 'G', 'M', 'N', 'L', 'F', 'K', 'P', 'O']","[0.927912175655365, 0.03433145955204964, 0.016217032447457314, 0.0051029156893491745, 0.004100307822227478, 0.003143815090879798, 0.0018772577168419957, 0.0017635204130783677, 0.0012311356840655208, 0.0009293100447393954, 0.0008073985227383673, 0.0006906045600771904, 0.0003696539206430316, 0.0003639229980763048, 0.00027044463786296546, 0.00027044463786296546]"
clock4-knife1,2024-02-08 11:10:12,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'M', 'I', 'K', 'L', 'F', 'E', 'N', 'Q', 'P']","[0.9603731632232666, 0.020245792344212532, 0.010503377765417099, 0.004808797035366297, 0.001912807347252965, 0.0005395321059040725, 0.00037665406125597656, 0.00020800813217647374, 0.00018939356959890574, 0.00018645728414412588, 0.00010624016431393102, 9.82560814009048e-05, 9.673276508692652e-05, 8.404288382735103e-05, 4.6412893425440416e-05, 4.032421566080302e-05]"
bicycle6-bicycle3,2024-02-08 11:10:12,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'M', 'H', 'J', 'K', 'I', 'L', 'N', 'R']","[0.996914267539978, 0.001836368115618825, 0.0006247927667573094, 0.0005179714062251151, 1.4925110008334741e-05, 1.1992663530691061e-05, 1.0419405953143723e-05, 8.372227966901846e-06, 6.940821094758576e-06, 6.727274012519047e-06, 6.221711828402476e-06, 5.49064134247601e-06, 4.696394626080291e-06, 4.623583208740456e-06, 4.2761157601489685e-06, 2.916057610491407e-06]"
car4-bear3,2024-02-08 11:10:12,"['B', 'D', 'C', 'A', 'F', 'E', 'H', 'G', 'K', 'M', 'J', 'P', 'L', 'I', 'N', 'R']","[0.8627319931983948, 0.06447993218898773, 0.032933127135038376, 0.030937811359763145, 0.004252912476658821, 0.0019777880515903234, 0.0014024617848917842, 0.0005240616737864912, 0.00011693396663758904, 9.25023850868456e-05, 8.965637971414253e-05, 8.555071690352634e-05, 7.912148430477828e-05, 5.3956162446411327e-05, 3.766746885958128e-05, 3.4565611713333055e-05]"
knife9-boat1,2024-02-08 11:10:12,"['A', 'C', 'E', 'B', 'D', 'M', 'P', 'F', 'G', 'O', 'J', 'N', 'K', 'I', 'H', 'L']","[0.4688132107257843, 0.13858091831207275, 0.13643242418766022, 0.10460636764764786, 0.08275044709444046, 0.024846190586686134, 0.01068621315062046, 0.009140403009951115, 0.0070081898011267185, 0.0058099934831261635, 0.0022052249405533075, 0.002007880015298724, 0.0019767507910728455, 0.0019461039919406176, 0.001664591021835804, 0.0006123688071966171]"
knife2-dog1,2024-02-08 11:10:13,"['K', 'B', 'C', 'A', 'D', 'M', 'G', 'P', 'J', 'H', 'L', 'F', 'N', 'E', 'R', 'O']","[0.4813750982284546, 0.3521815240383148, 0.09628107398748398, 0.03175013139843941, 0.01186415646225214, 0.00909656472504139, 0.005517345853149891, 0.003733222372829914, 0.002372980583459139, 0.00196726992726326, 0.0012504728510975838, 0.0007124979747459292, 0.00043895727139897645, 0.0002834121114574373, 0.00020413409220054746, 0.0001947861019289121]"
clock8-truck2,2024-02-08 11:10:13,"['J', 'D', 'M', 'A', 'B', 'G', 'C', 'H', 'K', 'N', 'L', 'F', 'I', 'E', 'P', 'Q']","[0.9349828362464905, 0.02453015372157097, 0.011056606657803059, 0.010885191150009632, 0.008216571994125843, 0.005141799803823233, 0.002505913143977523, 0.0005504760192707181, 0.00042206465150229633, 0.0003136518062092364, 0.00026412130682729185, 0.000252026307862252, 0.0002224124182248488, 0.00013489995035342872, 0.00010506019316380844, 8.986274769995362e-05]"
clock10-airplane1,2024-02-08 11:10:13,"['J', 'D', 'A', 'B', 'G', 'C', 'H', 'M', 'K', 'I', 'F', 'L', 'E', 'N', 'Q', 'P']","[0.9353536367416382, 0.03354204446077347, 0.012148123234510422, 0.009761291556060314, 0.0032189320772886276, 0.0032189320772886276, 0.0006048193899914622, 0.0004784515767823905, 0.0003784863220062107, 0.00025609665317460895, 0.00018736433412414044, 0.00017059715173672885, 0.00014143000589683652, 0.00013923733786214143, 7.111547893146053e-05, 5.9885234804823995e-05]"
cat10-bear1,2024-02-08 11:10:13,"['B', 'H', 'A', 'C', 'D', 'G', 'F', 'K', 'E', 'J', 'L', 'M', 'P', 'N', 'I', 'R']","[0.8329164385795593, 0.13386185467243195, 0.01032231841236353, 0.010162284597754478, 0.008424830622971058, 0.0021636753808707, 0.0009161577327176929, 0.0005220109596848488, 0.0001449572155252099, 0.00011831062147393823, 9.656232577981427e-05, 7.638708484591916e-05, 4.025316593470052e-05, 3.2092619221657515e-05, 3.159506741212681e-05, 2.9449844078044407e-05]"
cat10-bottle1,2024-02-08 11:10:14,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'L', 'N', 'J', 'K', 'I', 'W']","[0.9843724966049194, 0.006737099029123783, 0.0037791701033711433, 0.002989569678902626, 0.0014121726853772998, 0.00020990072516724467, 9.915007831295952e-05, 9.915007831295952e-05, 7.141513196984306e-05, 3.1198960641631857e-05, 2.0460776795516722e-05, 2.0460776795516722e-05, 1.9523808077792637e-05, 1.7776628737919964e-05, 1.544460428704042e-05, 1.2217687071824912e-05]"
keyboard1-elephant3,2024-02-08 11:10:14,"['L', 'A', 'N', 'M', 'D', 'C', 'B', 'P', 'G', 'K', 'E', 'O', 'H', 'F', 'J', 'I']","[0.7251970171928406, 0.04636029526591301, 0.04564154893159866, 0.044237300753593445, 0.04355146735906601, 0.03339207172393799, 0.027253814041614532, 0.015050983987748623, 0.005201480817049742, 0.004179507493972778, 0.002574919955804944, 0.0015617678873240948, 0.0015137172304093838, 0.0011788841802626848, 0.0011426137061789632, 0.0009621772333048284]"
boat8-knife1,2024-02-08 11:10:14,"['N', 'M', 'A', 'C', 'P', 'D', 'G', 'B', 'K', 'O', 'H', 'L', 'E', 'I', 'J', 'F']","[0.9766512513160706, 0.006896435748785734, 0.005205702036619186, 0.004967315588146448, 0.002170059597119689, 0.0011984206503257155, 0.0006618307670578361, 0.0005401705275289714, 0.00027161481557413936, 0.00023598303960170597, 0.00021153381385374814, 0.0001699722051853314, 0.00012052834063069895, 9.386756573803723e-05, 8.818042260827497e-05, 7.425536023220047e-05]"
dog7-knife3,2024-02-08 11:10:15,"['K', 'C', 'A', 'B', 'L', 'M', 'N', 'D', 'G', 'J', 'P', 'H', 'F', 'O', 'Q', 'I']","[0.9313540458679199, 0.030888672918081284, 0.007932866923511028, 0.007222957443445921, 0.006680143065750599, 0.0051218438893556595, 0.0039270538836717606, 0.0017979362746700644, 0.0016370395896956325, 0.0011791153810918331, 0.0007151696481741965, 0.00042704728548415005, 0.00020172283984720707, 0.00014082524285186082, 0.0001185867513413541, 0.00011140193964820355]"
car7-oven2,2024-02-08 11:10:15,"['G', 'M', 'B', 'A', 'C', 'D', 'F', 'K', 'L', 'H', 'N', 'J', 'P', 'E', 'W', 'O']","[0.8683272004127502, 0.10209906846284866, 0.008646837435662746, 0.008250869810581207, 0.00428049499168992, 0.004214132204651833, 0.001000944059342146, 0.0007097756024450064, 0.0005976909887976944, 0.00041725559276528656, 0.0003981480549555272, 0.00027795214555226266, 0.00023043040710035712, 0.00016858648450579494, 6.201950600370765e-05, 5.735866216127761e-05]"
bottle1-chair2,2024-02-08 11:10:15,"['I', 'F', 'A', 'E', 'C', 'D', 'B', 'H', 'J', 'G', 'N', 'M', 'L', 'O', 'K', 'P']","[0.8511263728141785, 0.043042395263910294, 0.03980771452188492, 0.021643077954649925, 0.01794274151325226, 0.012923670932650566, 0.005734844598919153, 0.0019209323218092322, 0.0014053841587156057, 0.00118345208466053, 0.0007522479281760752, 0.0005590231739915907, 0.00044918773346580565, 0.0003235377953387797, 0.0002900173712987453, 0.0002767365367617458]"
elephant6-oven1,2024-02-08 11:10:15,"['L', 'D', 'A', 'B', 'C', 'M', 'G', 'I', 'J', 'E', 'K', 'H', 'P', 'F', 'R', 'N']","[0.9912545680999756, 0.0025350702926516533, 0.0021347433794289827, 0.0011426457203924656, 0.0009927478386089206, 0.0005482474225573242, 0.0002889060997404158, 0.0001475587923778221, 0.0001408015814376995, 0.00013227085582911968, 0.00011672861000988632, 0.00011672861000988632, 0.00011138322588521987, 7.775801350362599e-05, 6.446366751333699e-05, 6.248032877920195e-05]"
airplane3-car1,2024-02-08 11:10:16,"['G', 'A', 'B', 'C', 'D', 'F', 'H', 'K', 'E', 'L', 'N', 'J', 'M', 'P', 'O', 'I']","[0.8573426008224487, 0.053958360105752945, 0.03708500415086746, 0.03483813256025314, 0.010625031776726246, 0.0015069497749209404, 0.0010685875313356519, 0.0007577419746667147, 0.0007007967215031385, 0.00045246840454638004, 0.0003635685716290027, 0.0003523827181197703, 0.00034154101740568876, 0.00016907509416341782, 8.112311479635537e-05, 6.518425652757287e-05]"
bear4-knife1,2024-02-08 11:10:16,"['B', 'C', 'A', 'D', 'F', 'E', 'G', 'M', 'H', 'P', 'K', 'J', 'L', 'N', 'I', 'R']","[0.8456888198852539, 0.06941836327314377, 0.04412499815225601, 0.030326638370752335, 0.00526997959241271, 0.001070661237463355, 0.0009448552154935896, 0.0009157851454801857, 0.0006805537268519402, 0.00047510306467302144, 0.00026650866493582726, 0.00019498189794830978, 0.00014044019917491823, 8.386067202081904e-05, 7.343086326727644e-05, 5.4569180065300316e-05]"
knife9-bicycle1,2024-02-08 11:10:16,"['G', 'C', 'B', 'D', 'A', 'F', 'K', 'M', 'H', 'N', 'L', 'E', 'J', 'P', 'O', 'I']","[0.6837064623832703, 0.2185257226228714, 0.02529618889093399, 0.02303243987262249, 0.020326057448983192, 0.009906128980219364, 0.004194518551230431, 0.0039403862319886684, 0.0025046616792678833, 0.002076437696814537, 0.0018613063730299473, 0.0016171310562640429, 0.0012594229774549603, 0.0006636692560277879, 0.00022580208315048367, 0.00021212144929450005]"
elephant8-cat1,2024-02-08 11:10:16,"['H', 'B', 'A', 'G', 'C', 'D', 'K', 'F', 'J', 'L', 'E', 'M', 'N', 'I', 'P', 'W']","[0.978553056716919, 0.00747134443372488, 0.0049769883044064045, 0.0036412428598850965, 0.0020108851604163647, 0.0016933351289480925, 0.00042150443186983466, 0.00032317862496711314, 0.00020542486163321882, 0.00015998503658920527, 0.00013684245641343296, 8.044552669161931e-05, 5.704442082787864e-05, 3.859818752971478e-05, 3.683064642245881e-05, 2.8239037419552915e-05]"
bicycle4-cat1,2024-02-08 11:10:17,"['C', 'A', 'B', 'D', 'G', 'H', 'F', 'E', 'K', 'J', 'P', 'M', 'L', 'N', 'I', 'R']","[0.9881530404090881, 0.005185351241379976, 0.0043665035627782345, 0.0019376242998987436, 5.8511181123321876e-05, 5.4966167226666585e-05, 4.416655792738311e-05, 4.348181755631231e-05, 2.119134478562046e-05, 1.9598790458985604e-05, 1.7027725334628485e-05, 1.5996067304513417e-05, 1.2653929843509104e-05, 1.0327836207579821e-05, 1.0088593626278453e-05, 7.0982114266371354e-06]"
boat10-truck1,2024-02-08 11:10:17,"['G', 'F', 'E', 'A', 'D', 'C', 'B', 'H', 'N', 'L', 'K', 'O', 'M', 'J', 'P', 'I']","[0.5182781219482422, 0.19981402158737183, 0.14848917722702026, 0.036388833075761795, 0.03161516785621643, 0.03016740269958973, 0.028339656069874763, 0.0021180843468755484, 0.001410948229022324, 0.0006261045346036553, 0.0006068412913009524, 0.0004509661812335253, 0.0004236435052007437, 0.000368067849194631, 0.00026099919341504574, 0.0001879906776593998]"
knife1-airplane1,2024-02-08 11:10:17,"['M', 'N', 'A', 'C', 'D', 'P', 'B', 'K', 'G', 'J', 'O', 'F', 'H', 'E', 'L', 'I']","[0.6558753252029419, 0.16326028108596802, 0.07592307776212692, 0.0321478545665741, 0.02075621299445629, 0.019498659297823906, 0.014950141310691833, 0.0038999770767986774, 0.0028982171788811684, 0.0021203807555139065, 0.001842218916863203, 0.0013690207852050662, 0.0011173622915521264, 0.0010333911050111055, 0.0008702025515958667, 0.0005618449649773538]"
